"FullName","Account","AccessRights"
"D:\Antoine HENRY\Bureau\1 - Introduction.pdf","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\1 - Introduction.pdf","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\1 - Introduction.pdf","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\1 - Introduction.pdf","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\1 - Introduction.pdf","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\Applications à réinstaller.txt","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\Applications à réinstaller.txt","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\Applications à réinstaller.txt","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\Applications à réinstaller.txt","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\Applications à réinstaller.txt","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\deleted_files.txt","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\deleted_files.txt","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\deleted_files.txt","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\deleted_files.txt","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\deleted_files.txt","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\Fiches métiers MCSI TRE.docx","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\Fiches métiers MCSI TRE.docx","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\Fiches métiers MCSI TRE.docx","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\Fiches métiers MCSI TRE.docx","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\Fiches métiers MCSI TRE.docx","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\GNS3-2.0.0-all-in-one.exe","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\GNS3-2.0.0-all-in-one.exe","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\GNS3-2.0.0-all-in-one.exe","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\GNS3-2.0.0-all-in-one.exe","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\GNS3-2.0.0-all-in-one.exe","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\Manette PS4.lnk","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\Manette PS4.lnk","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\Manette PS4.lnk","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\Manette PS4.lnk","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\Manette PS4.lnk","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Utilisateurs authentifiés","GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Utilisateurs authentifiés","Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","Write, ReadPermissions, Synchronize, GenericWrite"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","Write, ReadPermissions, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","ReadAndExecute, Synchronize, GenericAll, GenericExecute"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","ReadAndExecute, Synchronize, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","Read, Synchronize, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","Modify, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles","BUILTIN\Utilisateurs","Read, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","ExecuteFile, ReadAttributes, ReadPermissions, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","ExecuteFile, ReadAttributes, Write, ReadPermissions, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","Write, ReadPermissions, Synchronize, GenericExecute, GenericWrite"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","Modify, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-24.zip","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-24.zip","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-24.zip","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-24.zip","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-24.zip","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-24.zip","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-24.zip","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-24.zip","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-31.zip","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-31.zip","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-31.zip","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-31.zip","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-31.zip","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-31.zip","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-31.zip","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-01-31.zip","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-02-01.zip","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-02-01.zip","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-02-01.zip","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-02-01.zip","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-02-01.zip","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-02-01.zip","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-02-01.zip","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_2017-02-01.zip","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_FINAL_2017-02-02.zip","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_FINAL_2017-02-02.zip","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_FINAL_2017-02-02.zip","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_FINAL_2017-02-02.zip","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_FINAL_2017-02-02.zip","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_FINAL_2017-02-02.zip","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_FINAL_2017-02-02.zip","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\Archives\NTFSProject_FINAL_2017-02-02.zip","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","AUTORITE NT\Système","DeleteSubdirectoriesAndFiles, ChangePermissions, TakeOwnership, Synchronize, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","AUTORITE NT\Système","DeleteSubdirectoriesAndFiles, ChangePermissions, TakeOwnership, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","AUTORITE NT\Utilisateurs authentifiés","GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","AUTORITE NT\Utilisateurs authentifiés","Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Administrateurs","Synchronize, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Utilisateurs","Write, ReadAndExecute, Synchronize, GenericAll, GenericExecute, GenericWrite"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Utilisateurs","Modify, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Utilisateurs","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Utilisateurs","ReadAndExecute, Synchronize, GenericAll, GenericExecute"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Système","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Système","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Système","DeleteSubdirectoriesAndFiles, ChangePermissions, TakeOwnership, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Système","DeleteSubdirectoriesAndFiles, ChangePermissions, TakeOwnership, Synchronize, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Utilisateurs authentifiés","GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Utilisateurs authentifiés","GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Utilisateurs authentifiés","Write, ReadAndExecute, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","AUTORITE NT\Utilisateurs authentifiés","Modify, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Administrateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Administrateurs","FullControl, GenericAll"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Utilisateurs","ExecuteFile, ReadAttributes, ReadPermissions, Synchronize, GenericExecute"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Utilisateurs","Modify, Synchronize, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Utilisateurs","ExecuteFile, ReadAttributes, ReadPermissions, Synchronize"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite, GenericRead"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Utilisateurs","FullControl"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Utilisateurs","FullControl, GenericAll, GenericExecute, GenericWrite"
"D:\Antoine HENRY\Bureau\NTFSProjectFiles\NTFSProject\acls","BUILTIN\Utilisateurs","FullControl"
